,fpr,tpr
0,0.0,0.0
1,0.0,0.0029069767441860465
2,0.0,0.023255813953488372
3,0.002857142857142857,0.03488372093023256
4,0.002857142857142857,0.0377906976744186
5,0.004285714285714286,0.0377906976744186
6,0.004285714285714286,0.04941860465116279
7,0.005714285714285714,0.04941860465116279
8,0.005714285714285714,0.05813953488372093
9,0.007142857142857143,0.05813953488372093
10,0.007142857142857143,0.06686046511627906
11,0.008571428571428572,0.06686046511627906
12,0.008571428571428572,0.06976744186046512
13,0.01,0.07267441860465117
14,0.01,0.0755813953488372
15,0.011428571428571429,0.07848837209302326
16,0.012857142857142857,0.07848837209302326
17,0.012857142857142857,0.08430232558139535
18,0.012857142857142857,0.09011627906976744
19,0.015714285714285715,0.09883720930232558
20,0.015714285714285715,0.11046511627906977
21,0.018571428571428572,0.11046511627906977
22,0.018571428571428572,0.11918604651162791
23,0.02142857142857143,0.12209302325581395
24,0.02142857142857143,0.12790697674418605
25,0.02142857142857143,0.1308139534883721
26,0.022857142857142857,0.1308139534883721
27,0.025714285714285714,0.13953488372093023
28,0.025714285714285714,0.1511627906976744
29,0.02857142857142857,0.1511627906976744
30,0.02857142857142857,0.16279069767441862
31,0.03,0.1686046511627907
32,0.03,0.17151162790697674
33,0.03142857142857143,0.17151162790697674
34,0.03142857142857143,0.17732558139534885
35,0.03428571428571429,0.17732558139534885
36,0.03428571428571429,0.18023255813953487
37,0.03571428571428571,0.18023255813953487
38,0.03571428571428571,0.18313953488372092
39,0.04,0.18313953488372092
40,0.041428571428571426,0.18895348837209303
41,0.04285714285714286,0.18895348837209303
42,0.04428571428571428,0.19186046511627908
43,0.04428571428571428,0.2005813953488372
44,0.047142857142857146,0.2005813953488372
45,0.05,0.20348837209302326
46,0.05,0.21220930232558138
47,0.05285714285714286,0.21220930232558138
48,0.055714285714285716,0.21511627906976744
49,0.05714285714285714,0.2180232558139535
50,0.06,0.2180232558139535
51,0.06285714285714286,0.2180232558139535
52,0.06285714285714286,0.2238372093023256
53,0.06428571428571428,0.2238372093023256
54,0.06428571428571428,0.22674418604651161
55,0.06714285714285714,0.22674418604651161
56,0.06714285714285714,0.22965116279069767
57,0.07,0.22965116279069767
58,0.07,0.23546511627906977
59,0.07285714285714286,0.23546511627906977
60,0.07285714285714286,0.23837209302325582
61,0.07428571428571429,0.23837209302325582
62,0.07571428571428572,0.24709302325581395
63,0.07571428571428572,0.25290697674418605
64,0.07714285714285714,0.25290697674418605
65,0.07714285714285714,0.25872093023255816
66,0.08,0.25872093023255816
67,0.08,0.2616279069767442
68,0.08142857142857143,0.2616279069767442
69,0.08142857142857143,0.26453488372093026
70,0.08285714285714285,0.26744186046511625
71,0.08428571428571428,0.26744186046511625
72,0.08571428571428572,0.27325581395348836
73,0.08571428571428572,0.27906976744186046
74,0.08714285714285715,0.27906976744186046
75,0.08714285714285715,0.2819767441860465
76,0.08857142857142856,0.2819767441860465
77,0.08857142857142856,0.2877906976744186
78,0.09285714285714286,0.2877906976744186
79,0.09285714285714286,0.29069767441860467
80,0.09428571428571429,0.29069767441860467
81,0.09428571428571429,0.2936046511627907
