,fpr,tpr
0,0.0,0.0
1,0.0,0.0029069767441860465
2,0.0,0.046511627906976744
3,0.0,0.055232558139534885
4,0.0,0.08430232558139535
5,0.0,0.09011627906976744
6,0.0,0.10465116279069768
7,0.002857142857142857,0.10465116279069768
8,0.002857142857142857,0.11337209302325581
9,0.004285714285714286,0.11627906976744186
10,0.004285714285714286,0.11918604651162791
11,0.005714285714285714,0.12209302325581395
12,0.005714285714285714,0.15406976744186046
13,0.005714285714285714,0.15988372093023256
14,0.005714285714285714,0.16569767441860464
15,0.008571428571428572,0.17732558139534885
16,0.01,0.17732558139534885
17,0.01,0.19767441860465115
18,0.012857142857142857,0.19767441860465115
19,0.012857142857142857,0.2005813953488372
20,0.014285714285714285,0.2005813953488372
21,0.014285714285714285,0.20930232558139536
22,0.015714285714285715,0.20930232558139536
23,0.015714285714285715,0.2180232558139535
24,0.017142857142857144,0.2180232558139535
25,0.017142857142857144,0.22674418604651161
26,0.018571428571428572,0.22674418604651161
27,0.018571428571428572,0.23837209302325582
28,0.018571428571428572,0.25
29,0.02,0.25
30,0.02,0.2703488372093023
31,0.022857142857142857,0.2703488372093023
32,0.025714285714285714,0.27906976744186046
33,0.025714285714285714,0.2877906976744186
34,0.027142857142857142,0.2877906976744186
35,0.03,0.29651162790697677
36,0.03,0.30523255813953487
37,0.03142857142857143,0.30523255813953487
38,0.03142857142857143,0.3081395348837209
39,0.032857142857142856,0.313953488372093
40,0.032857142857142856,0.3168604651162791
41,0.03428571428571429,0.3168604651162791
42,0.03428571428571429,0.31976744186046513
43,0.03428571428571429,0.32558139534883723
44,0.03428571428571429,0.32848837209302323
45,0.03571428571428571,0.32848837209302323
46,0.03571428571428571,0.3372093023255814
47,0.037142857142857144,0.34011627906976744
48,0.037142857142857144,0.3430232558139535
49,0.03857142857142857,0.3430232558139535
50,0.04,0.34593023255813954
51,0.04,0.35174418604651164
52,0.041428571428571426,0.35174418604651164
53,0.041428571428571426,0.35755813953488375
54,0.04285714285714286,0.35755813953488375
55,0.045714285714285714,0.36046511627906974
56,0.045714285714285714,0.3691860465116279
57,0.047142857142857146,0.3691860465116279
58,0.047142857142857146,0.375
59,0.05,0.375
60,0.05,0.37790697674418605
61,0.05142857142857143,0.37790697674418605
62,0.05285714285714286,0.3808139534883721
63,0.05285714285714286,0.38372093023255816
64,0.054285714285714284,0.38372093023255816
65,0.054285714285714284,0.3866279069767442
66,0.055714285714285716,0.3953488372093023
67,0.05857142857142857,0.4011627906976744
68,0.05857142857142857,0.40406976744186046
69,0.06142857142857143,0.40406976744186046
70,0.06142857142857143,0.4127906976744186
71,0.06285714285714286,0.41569767441860467
72,0.06285714285714286,0.42151162790697677
73,0.06571428571428571,0.42441860465116277
74,0.06571428571428571,0.4273255813953488
75,0.06714285714285714,0.4273255813953488
76,0.06714285714285714,0.4331395348837209
77,0.06857142857142857,0.436046511627907
78,0.06857142857142857,0.438953488372093
79,0.06857142857142857,0.44476744186046513
80,0.07428571428571429,0.44476744186046513
81,0.07428571428571429,0.4476744186046512
82,0.07571428571428572,0.4476744186046512
83,0.07571428571428572,0.45348837209302323
