HSRating,ESL,HSProgram,SummerBeforeHS,SuccessScholarship,DualEnrollment,Gender,Race,HSRegion,TimeUntilFCE,CollegeRegion,MovedAfterHS,persistIndicator
4,0,0,0,3,0,0,6,6,2.51612903,8,0,1
4,0,0,0,3,0,0,4,6,2.51612903,8,0,1
-1,0,0,0,3,0,1,4,4,2.80645161,9,0,1
8,0,0,0,1,0,1,3,3,2.80645161,9,1,0
8,0,0,1,2,0,1,6,3,0.51612903,3,0,0
5,0,0,1,2,0,1,4,3,2.58064516,3,0,0
-1,0,0,0,2,0,1,3,5,2.58064516,7,0,0
3,0,0,0,3,0,0,2,2,2.35483871,10,1,1
6,0,0,1,2,0,1,4,3,2.58064516,7,1,1
3,0,0,1,2,0,0,4,3,0.51612903,7,1,0
-1,0,0,1,1,0,1,4,5,2.58064516,7,0,1
4,0,0,1,2,0,1,6,5,0.51612903,7,0,0
4,0,0,1,2,0,0,4,5,2.58064516,7,0,0
5,0,0,1,2,0,0,4,5,2.58064516,7,0,0
2,0,0,1,2,0,0,2,3,2.58064516,7,1,0
6,0,0,0,3,0,0,2,6,2.51612903,8,0,0
4,0,0,0,3,0,1,3,6,2.51612903,8,0,1
6,0,0,0,2,0,1,1,6,2.51612903,8,0,0
4,0,0,0,3,0,1,4,6,2.51612903,8,0,1
4,0,0,0,3,0,0,4,6,2.51612903,8,0,1
4,0,0,0,3,0,1,3,6,0.29032258,8,0,0
4,0,0,0,3,0,1,4,6,2.51612903,8,0,0
3,0,0,0,3,0,1,4,2,0.29032258,10,1,0
3,0,0,0,3,0,0,4,2,0.29032258,10,1,0
3,0,0,0,3,0,0,4,2,2.41935484,10,1,0
3,0,0,0,3,0,0,4,2,2.41935484,10,1,0
3,0,0,0,3,0,1,4,2,2.41935484,10,1,0
6,0,0,0,3,0,1,1,6,2.51612903,8,0,1
6,0,0,0,3,0,0,6,6,2.51612903,8,0,1
-1,0,0,0,3,0,0,6,4,2.80645161,9,0,1
-1,0,0,0,3,0,1,4,4,2.80645161,9,0,1
3,0,0,0,3,0,0,2,2,0.29032258,10,1,1
3,0,0,0,3,0,0,4,2,2.41935484,10,1,1
3,0,0,0,3,0,1,2,2,2.41935484,10,1,1
3,0,0,0,3,0,1,4,2,2.41935484,10,1,1
3,0,0,0,3,0,0,3,2,2.41935484,10,1,1
3,0,0,0,3,0,0,4,2,2.41935484,10,1,1
3,0,0,0,3,0,1,4,2,0.29032258,10,1,1
3,0,0,0,3,0,1,2,2,2.41935484,10,1,1
4,0,0,0,3,0,1,4,6,2.80645161,10,1,1
3,0,0,0,1,0,0,3,3,2.58064516,3,0,1
8,0,0,1,2,0,1,4,3,2.58064516,3,0,1
8,0,0,0,1,0,1,1,3,2.74193548,2,1,1
4,0,0,0,3,0,0,4,6,2.51612903,8,0,1
6,0,0,0,3,0,0,4,6,2.51612903,8,0,1
1,0,0,0,3,0,1,6,6,2.51612903,8,0,1
4,0,0,0,3,0,0,6,6,2.51612903,8,0,1
1,0,0,0,3,0,0,4,6,2.51612903,8,0,1
1,0,0,0,3,0,1,6,6,2.51612903,8,0,1
1,0,0,0,3,0,0,4,6,2.51612903,8,0,1
1,0,0,0,2,0,1,6,6,2.51612903,8,0,1
6,0,0,0,3,0,1,4,6,2.51612903,8,0,1
4,0,0,0,3,0,1,6,6,2.51612903,8,0,1
4,0,0,0,3,0,1,1,6,2.51612903,8,0,1
1,0,0,0,3,0,1,1,6,1.67741935,8,0,1
1,0,0,0,3,0,1,4,6,2.51612903,8,0,1
-1,0,0,0,2,0,1,2,5,0.51612903,7,0,1
6,1,0,0,2,0,1,4,3,2.58064516,7,1,1
6,0,0,1,2,0,1,4,3,0.51612903,7,1,1
5,0,0,1,2,0,1,4,5,0.51612903,7,0,1
-1,0,0,1,2,0,1,4,5,2.58064516,7,0,1
4,0,0,1,2,0,1,4,5,2.58064516,7,0,1
5,0,0,1,1,0,0,4,3,2.80645161,11,1,1
-1,0,0,1,2,0,1,1,5,2.58064516,7,0,1
1,0,0,1,2,0,0,4,5,2.58064516,7,0,1
4,0,0,0,3,0,1,4,6,2.51612903,8,0,1
-1,0,0,0,3,0,0,1,4,0.29032258,9,0,1
-1,0,0,1,1,0,1,2,5,2.58064516,7,0,1
4,0,0,0,3,0,0,6,6,2.51612903,8,0,1
-1,0,0,0,3,0,0,4,4,2.80645161,9,0,1
-1,0,0,0,3,0,1,1,4,2.80645161,9,0,1
-1,0,0,0,2,0,1,4,3,2.58064516,7,1,1
-1,1,0,0,1,0,1,4,3,2.58064516,3,0,1
6,0,0,1,2,0,1,4,3,2.58064516,3,0,1
6,1,0,1,2,0,0,4,3,0.51612903,7,1,1
7,0,0,1,1,0,1,5,3,2.58064516,10,1,1
2,0,0,1,2,0,0,4,3,2.58064516,7,1,1
0,0,0,1,2,0,0,4,5,2.58064516,7,0,1
7,0,0,1,2,0,1,4,3,0.51612903,7,1,1
-1,0,0,1,2,0,1,1,5,2.58064516,7,0,1
4,0,0,1,2,0,0,4,5,2.58064516,7,0,1
2,0,0,1,1,0,0,4,3,2.58064516,7,1,1
1,0,0,0,3,0,1,4,6,2.51612903,8,0,1
1,0,0,0,3,0,1,6,6,2.51612903,8,0,1
4,0,0,0,3,0,1,5,6,2.51612903,8,0,1
6,0,0,0,3,0,1,2,6,0.29032258,8,0,1
6,0,0,0,3,0,1,4,6,2.51612903,8,0,1
4,0,0,0,3,0,1,6,6,2.51612903,8,0,1
6,0,0,0,3,0,1,1,6,2.51612903,8,0,1
1,0,0,0,3,0,0,1,6,2.51612903,8,0,1
6,0,0,0,3,0,1,5,6,2.51612903,8,0,1
6,0,0,0,3,0,1,4,6,0.29032258,8,0,1
1,0,0,0,3,0,1,4,6,1.67741935,8,0,1
4,0,0,0,3,0,0,6,6,2.51612903,8,0,1
4,0,0,0,3,0,0,1,6,2.51612903,8,0,1
1,0,0,0,3,0,0,1,6,2.51612903,8,0,1
1,0,0,0,3,0,0,4,6,2.51612903,8,0,1
3,0,0,0,3,0,1,4,2,0.29032258,10,1,1
3,0,0,0,3,0,1,2,2,2.41935484,10,1,1
3,0,0,0,3,0,0,2,2,2.41935484,10,1,1
8,0,0,1,2,0,0,5,3,0.32258065,3,0,0
6,0,0,0,3,0,1,3,6,0.32258065,8,0,0
6,0,0,0,3,0,1,3,6,0.32258065,8,0,0
6,0,0,0,2,0,1,3,6,0.32258065,8,0,0
3,0,0,0,1,0,1,4,3,0.32258065,3,0,0
8,0,0,0,1,0,0,2,3,2.61290323,6,1,0
8,0,0,0,1,0,0,5,1,2.4516129,5,1,0
6,0,0,0,3,0,1,3,6,2.5483871,8,0,0
3,0,0,0,1,0,1,4,3,2.61290323,7,1,0
-1,0,0,0,1,0,1,1,5,2.61290323,10,1,1
8,0,0,1,2,0,0,4,3,0.32258065,3,0,0
6,1,0,0,1,0,0,6,3,2.61290323,7,1,0
7,1,0,0,2,0,0,4,3,0.32258065,3,0,0
6,0,0,0,3,0,1,3,6,2.5483871,8,0,0
6,0,0,0,3,0,1,3,6,2.5483871,8,0,0
6,0,0,0,3,0,1,3,6,2.5483871,8,0,0
6,0,0,0,3,0,1,3,6,0.32258065,8,0,0
6,0,0,0,1,0,1,6,3,2.61290323,7,1,0
-1,0,0,0,1,0,1,6,1,2.83870968,11,1,0
5,0,0,0,1,0,0,4,3,0.32258065,3,0,0
8,0,0,1,2,0,1,4,3,2.5483871,3,0,0
1,0,0,0,1,0,0,3,1,3.09677419,4,1,0
6,0,0,0,3,0,1,3,6,2.5483871,8,0,0
6,0,0,0,3,0,1,3,6,2.5483871,8,0,0
6,0,0,0,3,0,1,3,6,1.93548387,8,0,0
6,0,0,0,3,0,1,3,6,2.5483871,8,0,0
6,0,0,0,3,0,1,3,6,2.5483871,8,0,1
6,0,0,0,3,0,1,3,6,1.93548387,8,0,0
6,0,0,0,3,0,0,3,6,2.5483871,8,0,0
-1,0,0,0,2,0,1,4,5,0.5483871,7,0,0
4,0,0,0,2,0,0,4,5,2.61290323,7,0,0
6,0,0,0,2,0,0,2,5,2.61290323,7,0,1
6,0,0,0,2,0,0,4,5,0.5483871,7,0,0
5,0,0,1,2,0,0,4,5,0.5483871,7,0,0
6,0,0,0,1,0,0,4,3,2.83870968,2,1,0
-1,0,0,0,1,0,0,4,3,2.5483871,3,0,1
3,0,0,1,2,0,0,4,3,0.5483871,7,1,0
6,0,0,0,3,0,0,3,6,1.93548387,8,0,0
6,0,0,0,3,0,0,3,6,1.93548387,8,0,0
-1,0,0,0,1,0,1,2,5,2.61290323,10,1,1
8,0,0,1,2,0,0,4,3,2.5483871,3,0,1
3,0,0,0,1,0,0,4,3,2.61290323,7,1,0
6,1,0,0,2,0,0,4,3,2.38709677,6,1,0
4,0,0,1,2,0,0,4,5,2.61290323,7,0,0
7,1,0,0,1,0,1,6,3,2.61290323,7,1,0
6,0,0,0,1,0,0,4,3,0.5483871,7,1,0
3,0,0,0,1,0,1,4,3,2.83870968,9,1,1
7,0,0,1,2,0,0,4,3,0.32258065,3,0,0
5,0,0,1,2,0,0,4,5,0.5483871,7,0,0
4,0,0,1,2,0,0,4,5,0.5483871,7,0,0
6,0,0,0,3,0,1,3,6,2.5483871,8,0,0
6,0,0,0,3,0,1,3,6,2.5483871,8,0,0
6,0,0,0,3,0,1,3,6,2.5483871,8,0,0
8,0,0,1,2,0,0,5,3,2.5483871,3,0,0
6,0,0,0,3,0,1,3,6,1.93548387,8,0,0
6,0,0,0,3,0,0,3,6,2.5483871,8,0,0
-1,0,0,0,2,0,0,4,3,2.5483871,3,0,1
3,0,0,0,2,0,1,4,3,2.61290323,7,1,0
6,0,0,0,3,0,1,3,6,0.32258065,8,0,0
3,0,0,0,2,0,1,4,3,0.32258065,3,0,0
3,0,0,0,1,0,1,4,3,2.61290323,6,1,1
7,0,0,1,2,0,0,1,3,0.32258065,3,0,1
7,1,0,0,1,0,0,4,3,2.5483871,3,0,0
-1,0,0,0,2,0,1,4,3,2.61290323,7,1,0
4,0,0,1,2,0,1,4,5,2.61290323,7,0,0
0,0,0,1,2,0,1,4,5,2.61290323,7,0,1
-1,1,0,0,1,0,1,4,3,2.61290323,7,1,0
-1,1,0,0,1,0,1,3,3,2.61290323,7,1,0
6,0,0,0,3,0,1,3,6,2.5483871,8,0,0
6,0,0,0,3,0,0,3,6,2.5483871,8,0,0
-1,0,0,1,2,1,1,2,5,2.83870968,9,1,0
2,0,0,0,1,0,1,2,3,2.61290323,7,1,0
-1,0,0,0,2,0,1,4,5,0.5483871,7,0,1
-1,0,0,0,1,0,1,1,5,2.61290323,7,0,1
6,0,0,1,2,0,1,4,3,2.61290323,7,1,0
-1,0,0,1,2,0,1,4,5,0.5483871,7,0,0
5,0,0,1,2,0,0,4,5,2.61290323,7,0,0
5,0,0,1,2,0,0,4,5,2.61290323,7,0,0
6,1,0,0,1,0,1,4,3,2.5483871,3,0,0
6,1,0,0,2,0,1,4,3,2.61290323,7,1,0
-1,1,0,0,1,0,1,2,3,2.61290323,7,1,0
-1,0,0,0,1,0,1,3,1,3.74193548,10,1,1
-1,0,0,0,1,0,1,2,5,2.61290323,6,1,1
3,0,0,0,1,0,1,4,3,2.5483871,3,0,1
-1,0,0,0,1,0,0,5,3,2.5483871,3,0,1
-1,0,0,0,1,0,1,3,3,2.5483871,3,0,1
7,0,0,1,2,0,0,1,3,0.32258065,3,0,1
5,0,0,1,2,0,1,4,3,2.5483871,3,0,1
-1,0,0,0,1,0,1,2,5,2.61290323,11,1,1
6,0,0,1,2,0,1,4,3,0.5483871,7,1,1
6,0,0,0,3,0,1,3,6,0.32258065,8,0,1
6,0,0,0,3,0,1,3,6,2.5483871,8,0,1
6,0,0,0,3,0,1,3,6,0.32258065,8,0,1
-1,0,0,1,2,0,1,4,5,0.5483871,7,0,1
-1,0,0,0,1,0,1,2,5,2.77419355,6,1,1
5,0,0,1,2,0,1,4,5,2.61290323,7,0,1
1,0,0,1,2,0,1,4,5,2.61290323,7,0,1
0,0,0,1,2,0,0,4,5,0.5483871,7,0,1
-1,0,0,0,1,0,0,4,3,0.32258065,3,0,1
3,0,0,1,2,0,1,4,3,0.32258065,3,0,1
6,0,0,1,2,0,1,4,3,2.64516129,7,1,0
8,0,0,1,2,0,1,5,3,0.35483871,3,0,1
3,0,0,0,1,0,0,4,3,0.35483871,3,0,0
3,0,0,1,2,0,1,5,3,0.58064516,7,1,0
-1,0,0,0,1,0,1,6,5,2.64516129,10,1,1
1,0,0,0,1,0,0,4,6,0.35483871,8,0,0
7,0,0,0,1,0,1,6,1,2.5483871,6,1,0
1,0,0,1,2,0,0,4,5,0.58064516,7,0,0
6,0,0,1,2,0,1,4,3,0.35483871,3,0,1
0,0,0,1,2,0,1,4,5,0.58064516,7,0,0
8,0,0,0,1,0,0,2,5,2.64516129,7,0,0
5,0,0,0,1,0,0,4,5,2.64516129,7,0,0
4,0,0,1,2,0,0,4,5,2.41935484,10,1,1
5,0,0,0,2,0,0,4,3,0.35483871,3,0,0
1,0,0,1,2,0,0,4,5,0.58064516,7,0,0
6,0,0,1,2,0,0,2,3,0.58064516,7,1,0
8,0,0,1,2,0,0,4,3,0.35483871,3,0,0
8,0,0,0,1,0,1,1,3,2.64516129,2,1,1
4,0,0,1,2,0,1,4,5,0.58064516,7,0,1
-1,0,0,0,2,0,0,4,5,0.58064516,7,0,0
-1,0,0,0,2,0,0,4,5,2.64516129,7,0,0
3,0,0,0,1,0,1,4,3,2.64516129,3,0,0
4,0,0,0,2,0,0,4,5,2.64516129,7,0,0
-1,0,0,0,1,0,0,3,1,2.87096774,11,1,0
5,0,0,1,2,0,0,4,3,2.48387097,5,1,0
6,0,0,0,2,0,1,4,3,2.64516129,7,1,0
-1,0,0,0,1,0,1,4,5,0.58064516,7,0,0
6,0,0,0,1,0,1,2,5,2.64516129,7,0,0
7,0,0,0,1,0,1,4,3,2.64516129,7,1,1
6,0,0,1,2,0,0,4,3,2.64516129,7,1,0
7,0,0,1,2,0,1,2,3,2.64516129,3,0,0
6,0,0,1,2,0,0,4,3,2.64516129,3,0,1
8,0,0,0,2,0,0,1,3,2.64516129,6,1,0
7,0,0,1,2,0,1,4,3,0.35483871,3,0,0
2,0,0,1,2,0,0,4,3,0.58064516,7,1,0
6,0,0,0,1,0,0,6,3,2.64516129,2,1,1
8,0,0,0,1,0,0,2,5,2.64516129,7,0,1
6,0,0,0,1,0,1,2,5,2.64516129,7,0,0
8,0,0,0,1,0,0,2,5,2.64516129,7,0,0
4,0,0,0,1,0,1,4,4,0.35483871,3,1,1
2,0,0,1,2,0,0,4,3,2.64516129,7,1,0
2,0,0,0,1,0,0,5,3,0.58064516,7,1,1
-1,0,0,0,1,0,0,4,5,0.58064516,7,0,1
8,0,0,1,2,0,0,4,3,2.64516129,3,0,1
6,0,0,1,2,0,1,4,3,2.64516129,3,0,1
7,0,0,0,1,0,1,4,3,2.64516129,3,0,1
4,0,0,1,2,0,1,4,5,0.58064516,7,0,1
6,0,0,1,2,0,1,4,3,0.58064516,7,1,1
0,0,0,1,2,0,0,4,5,2.64516129,7,0,1
-1,0,0,0,1,0,1,4,5,2.64516129,7,0,1
4,0,0,1,2,0,0,4,5,2.64516129,7,0,1
5,0,0,0,1,0,1,4,3,2.64516129,7,1,1
7,0,0,0,1,0,0,4,3,2.64516129,3,0,1
-1,0,0,0,1,0,1,5,5,2.64516129,7,0,1
3,0,0,0,1,0,0,4,3,2.64516129,3,0,1
-1,0,0,0,1,0,0,4,5,2.64516129,7,0,1
-1,0,0,0,1,0,1,2,5,2.67741935,7,0,0
3,0,0,0,2,0,1,4,3,2.67741935,3,0,0
6,0,0,1,2,0,0,4,3,0.38709677,3,0,0
2,0,0,0,1,0,0,4,4,2.67741935,2,1,0
2,0,0,0,1,0,0,4,3,2.67741935,7,1,0
5,0,0,1,2,0,0,4,5,0.61290323,7,0,0
5,0,0,1,2,0,0,4,5,0.61290323,7,0,0
1,0,0,1,2,0,0,4,5,0.61290323,7,0,1
7,0,0,1,2,0,0,2,3,2.67741935,2,1,0
6,0,0,1,2,0,0,4,5,2.67741935,7,0,0
2,0,0,1,2,0,0,4,3,2.67741935,7,1,0
2,0,0,1,2,0,0,2,3,0.61290323,7,1,0
7,0,0,1,2,0,0,2,3,2.67741935,3,0,0
6,0,0,0,2,0,1,4,5,0.61290323,7,0,0
0,0,0,1,2,0,0,4,5,0.61290323,7,0,0
5,0,0,1,2,0,0,1,3,2.67741935,3,0,0
8,0,0,1,2,0,0,5,3,2.67741935,7,1,0
8,0,0,1,2,0,1,4,3,0.38709677,3,0,0
3,0,0,0,1,0,0,4,3,0.61290323,7,1,1
7,0,0,1,2,0,1,4,3,0.61290323,7,1,0
7,0,0,1,2,0,0,4,3,0.61290323,7,1,0
5,0,0,1,2,0,1,4,5,0.61290323,7,0,1
8,0,0,0,2,0,1,1,3,2.67741935,7,1,0
3,0,0,0,2,0,1,4,3,2.67741935,3,0,0
4,0,0,1,2,0,1,4,5,0.61290323,7,0,0
-1,0,0,0,1,0,0,4,5,0.61290323,7,0,1
3,0,0,0,1,0,0,4,3,2.67741935,3,0,1
8,0,0,0,1,0,0,2,5,0.61290323,7,0,0
3,0,0,0,1,0,1,4,3,2.67741935,7,1,1
4,0,0,1,2,0,0,4,5,0.61290323,7,0,0
5,0,0,1,2,0,1,4,5,0.61290323,7,0,1
8,0,0,0,1,0,0,1,3,2.67741935,3,0,1
8,0,0,0,1,1,0,4,3,2.35483871,9,1,0
6,0,0,1,2,0,0,4,3,0.38709677,3,0,0
6,0,0,1,2,0,0,4,3,0.38709677,3,0,1
7,0,0,0,1,0,0,5,3,2.67741935,3,0,0
3,0,0,0,1,0,0,4,3,2.67741935,3,0,1
4,0,0,1,2,0,1,4,5,2.67741935,7,0,1
-1,0,0,0,1,0,1,4,5,2.90322581,6,1,1
5,0,0,1,2,0,0,4,5,2.90322581,6,1,0
5,0,0,0,1,0,1,2,3,0.61290323,7,1,1
3,0,0,1,2,0,1,4,3,0.38709677,3,0,0
0,0,0,1,2,0,0,4,5,0.61290323,7,0,1
5,0,0,0,1,0,0,4,3,0.38709677,3,0,0
-1,0,0,0,1,0,1,2,5,2.67741935,10,1,1
3,0,0,1,2,0,0,4,3,0.38709677,3,0,1
0,0,0,0,1,0,0,4,5,0.61290323,7,0,1
5,0,0,1,2,0,0,4,5,2.67741935,7,0,1
7,0,0,0,1,0,1,4,3,2.67741935,3,0,1
8,0,0,1,2,0,0,1,3,2.51612903,3,0,1
-1,0,0,1,1,0,0,4,5,0.4516129,7,0,0
-1,0,0,0,1,0,1,2,5,2.58064516,11,1,1
7,0,0,1,2,0,0,4,3,0.4516129,7,1,0
4,0,0,0,1,1,0,4,4,2.4516129,9,0,0
6,0,0,1,2,0,1,4,3,2.51612903,7,1,1
8,0,0,1,2,0,1,4,3,0.4516129,7,1,0
5,0,0,1,2,0,0,4,5,2.51612903,7,0,0
7,0,0,1,2,0,1,4,3,2.51612903,7,1,1
5,0,0,1,2,0,1,4,5,0.4516129,7,0,0
6,0,0,0,1,0,1,4,3,2.51612903,7,1,1
-1,0,0,1,2,0,1,4,3,2.51612903,3,0,0
5,0,0,1,2,0,0,4,5,0.4516129,7,0,0
2,0,0,1,2,0,1,4,3,0.4516129,7,1,0
3,0,0,0,1,0,0,4,3,2.51612903,7,1,1
1,0,0,1,2,0,1,4,5,2.51612903,7,0,1
5,0,0,1,2,0,0,4,3,2.51612903,3,0,0
8,0,0,1,2,0,0,4,3,2.74193548,10,1,1
2,0,0,1,2,0,1,4,3,0.4516129,7,1,0
0,0,0,1,2,0,0,4,5,0.4516129,7,0,0
4,0,0,0,1,0,0,4,5,2.67741935,6,1,0
3,0,0,0,1,0,1,4,3,0.4516129,3,0,0
5,0,0,0,1,0,1,4,5,0.4516129,7,0,0
2,0,0,1,2,0,1,3,3,0.4516129,7,1,0
6,0,0,1,2,0,1,4,3,0.4516129,7,1,0
-1,0,0,0,3,0,0,3,2,2.51612903,10,1,0
-1,0,0,0,2,0,1,4,5,0.4516129,7,0,0
6,0,0,1,2,0,1,4,3,0.4516129,7,1,0
5,0,0,1,2,0,1,4,5,2.51612903,7,0,0
5,0,0,1,2,0,0,2,3,0.4516129,7,1,0
1,0,0,1,2,0,1,4,5,2.51612903,7,0,0
7,0,0,1,2,0,1,4,3,2.51612903,7,1,1
8,0,0,1,2,0,1,4,3,2.51612903,7,1,1
8,0,0,1,2,0,0,1,3,2.51612903,3,0,1
1,0,0,1,2,0,1,4,5,0.4516129,7,0,1
4,0,0,1,2,0,1,4,5,2.51612903,7,0,1
2,0,0,1,2,0,1,4,3,0.4516129,7,1,0
-1,0,0,1,2,0,0,3,5,2.51612903,7,0,1
-1,0,0,1,2,0,0,2,3,0.4516129,7,1,1
7,0,0,1,2,0,1,4,3,0.4516129,7,1,0
6,0,0,1,1,0,0,1,3,2.51612903,5,1,0
2,0,0,1,2,0,0,4,3,0.4516129,7,1,1
-1,0,0,0,1,0,0,4,3,0.4516129,3,0,1
6,0,0,1,2,0,0,4,5,0.4516129,7,0,1
0,0,0,1,2,0,0,1,5,0.48387097,7,0,1
6,0,0,1,2,0,0,4,3,2.5483871,3,0,0
-1,0,0,0,1,0,1,4,5,0.48387097,7,0,0
-1,0,0,1,2,0,0,6,3,0.48387097,7,1,1
8,0,0,1,2,0,1,6,3,0.48387097,3,0,0
8,0,0,0,1,0,1,4,1,2.70967742,6,1,0
6,0,0,1,2,0,0,1,3,0.48387097,7,1,0
4,0,0,1,2,0,1,4,5,2.5483871,7,0,1
3,0,0,0,1,0,0,4,3,2.5483871,3,0,0
4,0,0,1,3,0,1,3,5,2.5483871,7,0,1
8,0,0,0,1,0,0,4,5,0.48387097,7,0,0
6,0,0,1,2,0,0,4,3,0.48387097,7,1,0
5,0,0,1,2,0,0,4,3,0.48387097,7,1,0
-1,0,0,1,2,0,0,4,3,2.5483871,7,1,1
7,0,0,1,2,0,1,2,3,2.5483871,3,0,0
6,0,0,1,2,0,0,4,3,0.48387097,7,1,0
5,0,0,1,1,0,1,4,5,0.48387097,7,0,0
5,0,0,1,2,0,0,4,5,2.5483871,7,0,0
0,0,0,1,2,0,1,4,5,0.48387097,7,0,0
2,0,0,1,1,0,0,2,3,2.77419355,2,1,0
8,0,0,1,2,0,1,4,3,2.5483871,3,0,1
5,0,0,0,2,0,0,4,3,0.48387097,3,0,0
5,0,0,1,2,0,1,4,5,0.48387097,7,0,1
5,0,0,0,1,0,0,4,5,2.5483871,7,0,0
6,0,0,0,1,0,1,4,3,2.5483871,7,1,0
3,0,0,0,1,0,0,4,3,0.48387097,7,1,0
2,0,0,0,1,0,1,3,3,0.48387097,7,1,0
2,0,0,1,2,0,0,2,3,2.5483871,7,1,1
4,0,0,1,2,0,0,1,5,2.77419355,6,1,0
8,0,0,1,2,0,1,4,3,0.48387097,7,1,0
5,0,0,0,1,0,0,4,5,2.5483871,7,0,0
5,0,0,1,1,0,1,4,5,0.48387097,7,0,1
8,0,0,0,1,0,0,6,3,2.5483871,3,0,0
8,0,0,0,1,0,0,5,3,2.5483871,3,0,1
-1,0,0,1,2,0,1,4,1,2.70967742,2,1,0
8,0,0,1,2,0,0,4,3,2.38709677,10,1,0
3,0,0,0,1,0,1,4,3,0.48387097,3,0,0
5,0,0,0,1,0,1,4,5,2.5483871,7,0,0
0,0,0,1,2,0,0,4,5,0.48387097,7,0,1
-1,0,0,0,1,0,0,4,5,0.48387097,7,0,1
-1,0,0,0,1,0,0,1,5,2.5483871,7,0,1
5,0,0,1,2,0,1,4,5,0.48387097,7,0,1
-1,0,0,0,1,0,1,4,5,2.58064516,7,0,1
5,0,0,0,1,0,0,2,3,2.58064516,3,0,0
6,0,0,1,2,0,0,1,3,2.58064516,5,1,1
3,0,0,1,3,0,0,3,4,2.58064516,3,1,0
6,0,0,1,2,0,1,4,3,2.58064516,7,1,0
-1,0,0,1,2,0,0,1,1,2.74193548,6,1,0
5,0,0,0,1,0,0,2,5,2.58064516,7,0,0
3,0,0,1,2,0,0,4,3,0.51612903,7,1,0
7,0,0,1,2,0,0,4,3,0.51612903,7,1,0
-1,0,0,1,2,0,0,3,3,0.51612903,7,1,1
5,0,0,1,2,0,0,4,3,0.51612903,7,1,0
8,0,0,0,1,0,0,4,3,2.80645161,2,1,0
5,0,0,1,2,0,1,4,3,2.58064516,3,0,0
5,0,0,0,2,0,0,4,3,2.58064516,3,0,0
8,0,0,0,1,0,1,6,3,0.51612903,3,0,1
-1,0,0,0,1,0,1,4,5,2.58064516,7,0,0
6,0,0,1,2,0,1,4,3,0.51612903,7,1,0
5,0,0,1,2,0,1,4,3,2.58064516,3,0,0
3,0,0,0,1,0,1,4,3,2.58064516,3,0,0
-1,0,0,0,1,0,1,4,5,0.51612903,7,0,0
2,0,0,0,1,0,0,4,3,2.58064516,7,1,0
8,0,0,1,2,0,0,3,3,2.58064516,5,1,1
6,0,0,1,2,0,0,4,3,2.58064516,10,1,0
-1,0,0,0,1,0,1,4,5,0.51612903,7,0,0
3,0,0,0,1,0,0,4,3,2.58064516,3,0,0
6,0,0,1,2,0,0,1,3,2.35483871,10,1,0
0,0,0,0,1,0,0,4,5,0.51612903,7,0,0
0,0,0,1,1,0,1,4,5,0.51612903,7,0,0
7,0,0,0,1,0,0,3,3,0.51612903,7,1,1
5,0,0,0,1,0,1,6,3,2.58064516,3,0,0
2,0,0,1,2,0,1,4,3,0.51612903,7,1,0
8,0,0,0,1,0,1,4,3,2.58064516,3,0,0
-1,0,0,0,1,0,0,4,5,2.58064516,7,0,1
2,0,0,0,1,0,1,4,3,0.51612903,7,1,0
-1,0,0,1,2,0,1,6,3,3.93548387,11,1,1
-1,0,0,0,1,0,1,4,5,2.58064516,6,1,0
4,0,0,1,3,0,0,4,5,2.58064516,7,0,0
-1,0,0,1,2,0,1,2,3,2.90322581,6,1,1
-1,0,0,0,1,0,1,2,5,2.80645161,10,1,1
8,0,0,1,2,0,1,1,3,2.58064516,3,0,1
5,0,0,0,1,0,0,5,5,0.51612903,7,0,1
-1,0,0,1,2,0,1,4,3,0.51612903,7,1,1
-1,0,0,0,1,0,1,6,5,2.58064516,10,1,1
-1,0,0,1,2,1,1,1,1,2.51612903,9,1,0
2,0,0,1,2,0,1,3,3,0.32258065,7,1,0
3,0,0,1,2,0,0,4,3,2.67741935,3,0,0
2,0,0,0,1,0,0,4,3,0.32258065,7,1,0
6,0,0,1,2,0,1,4,3,2.67741935,3,0,1
8,0,0,0,2,0,0,3,3,2.67741935,3,0,1
6,0,0,1,2,0,0,4,3,0.32258065,7,1,0
-1,0,0,1,2,0,0,3,1,2.51612903,9,1,0
-1,0,0,1,2,0,0,3,3,2.67741935,3,0,0
8,0,0,1,1,0,0,3,3,2.67741935,3,0,0
6,0,0,1,2,0,1,3,3,0.32258065,7,1,1
8,0,0,0,1,0,0,4,3,2.67741935,3,0,0
3,0,0,1,2,0,0,4,3,2.51612903,9,1,0
8,0,0,0,1,0,0,3,3,0.5483871,3,0,0
-1,0,0,1,1,0,0,3,1,2.67741935,3,1,0
-1,0,0,1,1,0,0,3,1,2.61290323,10,1,0
5,0,0,1,2,0,1,3,5,2.61290323,7,0,0
-1,0,0,1,2,0,1,4,3,0.32258065,7,1,0
-1,0,0,1,2,0,0,2,3,2.4516129,8,1,0
4,0,0,1,2,0,1,3,5,0.32258065,7,0,1
6,0,0,0,1,0,0,1,3,2.61290323,7,1,1
7,0,0,0,1,0,1,4,3,2.61290323,7,1,1
8,0,0,1,2,0,0,3,3,2.67741935,3,0,1
8,0,0,0,1,0,1,2,1,2.83870968,6,1,0
6,0,0,0,1,0,1,3,1,2.67741935,7,1,1
0,0,0,0,1,0,0,1,4,3.16129032,9,0,1
