,fpr,tpr
0,0.0,0.0
1,0.0,0.0029069767441860465
2,0.0014285714285714286,0.005813953488372093
3,0.0014285714285714286,0.00872093023255814
4,0.0014285714285714286,0.01744186046511628
5,0.0014285714285714286,0.023255813953488372
6,0.0014285714285714286,0.029069767441860465
7,0.0014285714285714286,0.03197674418604651
8,0.0014285714285714286,0.0377906976744186
9,0.0014285714285714286,0.040697674418604654
10,0.0014285714285714286,0.046511627906976744
11,0.0014285714285714286,0.04941860465116279
12,0.004285714285714286,0.055232558139534885
13,0.004285714285714286,0.05813953488372093
14,0.005714285714285714,0.05813953488372093
15,0.005714285714285714,0.06395348837209303
16,0.007142857142857143,0.0755813953488372
17,0.007142857142857143,0.09011627906976744
18,0.008571428571428572,0.09011627906976744
19,0.008571428571428572,0.09593023255813954
20,0.01,0.09593023255813954
21,0.01,0.09883720930232558
22,0.011428571428571429,0.09883720930232558
23,0.011428571428571429,0.10465116279069768
24,0.012857142857142857,0.10465116279069768
25,0.012857142857142857,0.10755813953488372
26,0.014285714285714285,0.10755813953488372
27,0.014285714285714285,0.1308139534883721
28,0.015714285714285715,0.13372093023255813
29,0.015714285714285715,0.13953488372093023
30,0.015714285714285715,0.14534883720930233
31,0.015714285714285715,0.14825581395348839
32,0.017142857142857144,0.14825581395348839
33,0.017142857142857144,0.1511627906976744
34,0.018571428571428572,0.1511627906976744
35,0.018571428571428572,0.15406976744186046
36,0.02,0.15406976744186046
37,0.022857142857142857,0.16279069767441862
38,0.022857142857142857,0.16569767441860464
39,0.025714285714285714,0.16569767441860464
40,0.02857142857142857,0.16569767441860464
41,0.02857142857142857,0.1686046511627907
42,0.03,0.1686046511627907
43,0.03,0.17151162790697674
44,0.03142857142857143,0.17151162790697674
45,0.03142857142857143,0.17732558139534885
46,0.032857142857142856,0.17732558139534885
47,0.032857142857142856,0.18313953488372092
48,0.032857142857142856,0.18895348837209303
49,0.032857142857142856,0.19186046511627908
50,0.037142857142857144,0.19476744186046513
51,0.03857142857142857,0.19476744186046513
52,0.03857142857142857,0.2005813953488372
53,0.04,0.2005813953488372
54,0.04285714285714286,0.2005813953488372
55,0.04428571428571428,0.20348837209302326
56,0.04428571428571428,0.20930232558139536
57,0.047142857142857146,0.20930232558139536
58,0.047142857142857146,0.2180232558139535
59,0.047142857142857146,0.22093023255813954
60,0.04857142857142857,0.22093023255813954
61,0.04857142857142857,0.2238372093023256
62,0.05142857142857143,0.23255813953488372
63,0.05285714285714286,0.23255813953488372
64,0.05285714285714286,0.23546511627906977
65,0.054285714285714284,0.23546511627906977
66,0.054285714285714284,0.25290697674418605
67,0.055714285714285716,0.2558139534883721
68,0.055714285714285716,0.25872093023255816
69,0.055714285714285716,0.26453488372093026
70,0.055714285714285716,0.2703488372093023
71,0.05857142857142857,0.27906976744186046
72,0.06,0.2819767441860465
73,0.06285714285714286,0.2819767441860465
74,0.06285714285714286,0.28488372093023256
75,0.06428571428571428,0.28488372093023256
76,0.06428571428571428,0.2877906976744186
77,0.06571428571428571,0.29069767441860467
78,0.06571428571428571,0.30523255813953487
79,0.06714285714285714,0.30523255813953487
